HEADER_NUMBER,ACCOUNT_NUMBER,SYSTEM_VALUE,POSTING_DATE,EFFECTIVE_DATE,ACCOUNT_ENTRY_DESCRIPTION,ACCOUNTING_PERIOD,USER_NAME,ENTRY_SOURCE,YEAR,MONTH,DAY,POSTING_DAY_OF_WEEK,WEEKEND_POSTING,DAYS_BETWEEN_POST_AND_EFFECTIVE,ABS_VALUE,IS_LARGE_VALUE,ACCOUNT_USAGE_COUNT,USER_ACTIVITY_LEVEL,DESC_LENGTH,HAS_KEYWORDS,DAILY_ENTRIES_BY_USER,USER_VALUE_STD,TRANSACTION_ACCOUNT_PAIR_COUNT,ENTRY_SOURCE_ENC,USER_NAME_ENC,ANOMALY_SCORE,IS_ANOMALY
19173,6020001,1880.23,2024-07-04,2024-07-04,SPOT RATES JUNE 24,6,USER1,AUTOMATED ENTRY,2024,7,4,Thursday,False,0,1880.23,0,1089,38086,18,0,1940,6172512.304013386,86,0,0,0.218147047092982,0
158765,310001,1062.25,2024-06-28,2024-06-28,Cash Recpt OPC  RECOVERY-OP COSTS,6,USER3,MANUAL ENTRY,2024,6,28,Friday,False,0,1062.25,0,7685,19499,33,0,3030,93649.7543321324,8,1,3,0.20226546424667574,0
19334,8600002,-13702.36,2024-10-07,2024-10-07,BS TRANSLATION SEPT  2024,9,USER1,AUTOMATED ENTRY,2024,10,7,Monday,False,0,13702.36,0,8217,38086,25,0,2120,6172512.304013386,734,0,0,0.13406224246761989,0
157402,200001,17621.78,2024-04-03,2024-04-03,Charge SEC  RECOVERY-SECURITY,4,USER5,MANUAL ENTRY,2024,4,3,Wednesday,False,0,17621.78,0,16177,3904,29,0,1720,141665.98657715722,29,1,5,0.08962197962424467,0
157475,2020001,-29.59,2024-04-03,2024-04-03,Charge SAN  RECOVERY-SANITATION,4,USER5,MANUAL ENTRY,2024,4,3,Wednesday,False,0,29.59,0,434,3904,31,0,1720,141665.98657715722,1,1,5,0.11806558175759818,0
158979,200001,-92357.6,2024-07-30,2024-07-30,Cash Recpt OMR  MARKET RENTAL COSTS,7,USER3,MANUAL ENTRY,2024,7,30,Tuesday,False,0,92357.6,0,16177,19499,35,0,3160,93649.7543321324,49,1,3,0.1312289557445907,0
176906,402001,17955.31,2024-09-14,2024-09-14,ZW0924 BILLS    SEPTEMBER BILLS,9,USER1,MANUAL ENTRY,2024,9,14,Saturday,True,0,17955.31,0,2249,38086,31,0,823,6172512.304013386,1,1,0,0.08164336699265085,0
19321,8600002,-24.63,2024-10-05,2024-10-05,RECEIPTS  TRANSLATIONS SEPT2024,9,USER1,AUTOMATED ENTRY,2024,10,5,Saturday,True,0,24.63,0,8217,38086,31,0,3395,6172512.304013386,740,0,0,0.14571887483557167,0
19091,200001,10517.65,2024-05-11,2024-05-11,IS TRANSLATIONS APR 2024,4,USER1,AUTOMATED ENTRY,2024,5,11,Saturday,True,0,10517.65,0,16177,38086,24,0,2601,6172512.304013386,376,0,0,0.09153545054975343,0
19076,450020,-1554.35,2024-05-08,2024-05-08,OMLAC INPUT TAX ADJUSTMENT,4,USER1,AUTOMATED ENTRY,2024,5,8,Wednesday,False,0,1554.35,0,2369,38086,26,1,267,6172512.304013386,127,0,0,0.17933656741593085,0
19189,310004,330633.01,2024-07-06,2024-07-06,BS TRANSLATION JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,6,Saturday,True,0,330633.01,0,6889,38086,24,0,1289,6172512.304013386,92,0,0,0.09036441867334633,0
19139,402001,-6867.14,2024-06-11,2024-06-11,MAY24 RATES,5,USER1,AUTOMATED ENTRY,2024,6,11,Tuesday,False,0,6867.14,0,2249,38086,11,0,1375,6172512.304013386,75,0,0,0.207047376179736,0
158177,200001,-916.9,2024-05-29,2024-05-29,Cash Recpt OPC  RECOVERY-OP COSTS,5,USER3,MANUAL ENTRY,2024,5,29,Wednesday,False,0,916.9,0,16177,19499,33,0,3532,93649.7543321324,40,1,3,0.19276580818809524,0
19320,310004,-6955.3,2024-10-05,2024-10-05,SPOT RATES SEPT 24,9,USER1,AUTOMATED ENTRY,2024,10,5,Saturday,True,0,6955.3,0,6889,38086,18,0,3395,6172512.304013386,380,0,0,0.14372508696449743,0
19092,310004,-248.01,2024-05-11,2024-05-11,RECEIPTS  TRANSLATIONS APR 2024,4,USER1,AUTOMATED ENTRY,2024,5,11,Saturday,True,0,248.01,0,6889,38086,31,0,2601,6172512.304013386,676,0,0,0.15516305646056855,0
19091,1000001,-238748.5,2024-05-11,2024-05-11,IS TRANSLATIONS APR 2024,4,USER1,AUTOMATED ENTRY,2024,5,11,Saturday,True,0,238748.5,0,434,38086,24,0,2601,6172512.304013386,26,0,0,0.10424138716578024,0
19133,310004,-150065.13,2024-06-09,2024-06-09,SPOT RATES MAY 24,5,USER1,AUTOMATED ENTRY,2024,6,9,Sunday,True,0,150065.13,0,6889,38086,17,0,2801,6172512.304013386,230,0,0,0.11227174697799702,0
19290,450010,1115.71,2024-09-06,2024-09-06,BS TRANSLATION AUGUST  2024,8,USER1,AUTOMATED ENTRY,2024,9,6,Friday,False,0,1115.71,0,1541,38086,27,0,1556,6172512.304013386,86,0,0,0.21528182058931244,0
19133,310004,-4690.53,2024-06-09,2024-06-09,SPOT RATES MAY 24,5,USER1,AUTOMATED ENTRY,2024,6,9,Sunday,True,0,4690.53,0,6889,38086,17,0,2801,6172512.304013386,230,0,0,0.16363607383205026,0
19189,8600002,20256.55,2024-07-06,2024-07-06,BS TRANSLATION JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,6,Saturday,True,0,20256.55,0,8217,38086,24,0,1289,6172512.304013386,638,0,0,0.15803972316240578,0
158197,1000001,-384559.44,2024-05-29,2024-05-29,Charge COM  RENTAL-COMMERCIAL,5,USER3,MANUAL ENTRY,2024,5,29,Wednesday,False,0,384559.44,0,434,19499,29,0,3532,93649.7543321324,2,1,3,0.09616502037216923,0
19147,310001,-48.63,2024-06-25,2024-06-25,JUNE24 GLIFE,6,USER2,AUTOMATED ENTRY,2024,6,25,Tuesday,False,0,48.63,0,7685,672,12,0,89,38884.761582092455,87,0,2,0.08450526347588161,0
158251,1200001,-46226.04,2024-05-29,2024-05-29,Charge RET  RENTAL-RETAIL,5,USER3,MANUAL ENTRY,2024,5,29,Wednesday,False,0,46226.04,0,529,19499,25,0,3532,93649.7543321324,1,1,3,0.17296259655038604,0
19130,8600002,48.95,2024-06-09,2024-06-09,RECEIPTS  TRANSLATIONS MAY 2024,5,USER1,AUTOMATED ENTRY,2024,6,9,Sunday,True,0,48.95,0,8217,38086,31,0,2801,6172512.304013386,670,0,0,0.16186402211458228,0
19240,8600002,158.98,2024-08-05,2024-08-05,BS TRANSLATION JULY 2024,7,USER1,AUTOMATED ENTRY,2024,8,5,Monday,False,0,158.98,0,8217,38086,24,0,1798,6172512.304013386,676,0,0,0.19150901718581664,0
158990,310001,8225.97,2024-07-30,2024-07-30,Cash Recpt IOR  RECOVERY-INTEREST_RENTAL,7,USER3,MANUAL ENTRY,2024,7,30,Tuesday,False,0,8225.97,0,7685,19499,40,0,3160,93649.7543321324,15,1,3,0.20919746946916967,0
19258,402002,-22120.02,2024-08-24,2024-08-24,CLN-SIMSCORE,8,USER4,AUTOMATED ENTRY,2024,8,24,Saturday,True,0,22120.02,0,2464,4621,12,0,460,2101401.2366761686,154,0,4,0.02837812877005208,0
175258,400001,20674.89,2024-07-23,2024-07-23,A/P Total Payables for 07/24,7,USER1,MANUAL ENTRY,2024,7,23,Tuesday,False,0,20674.89,0,2312,38086,28,0,660,6172512.304013386,1,1,0,0.1511792803509326,0
172353,450020,7202.1,2024-05-13,2024-05-13,ZWHAR0252_01    Tax,4,USER1,MANUAL ENTRY,2024,5,13,Monday,False,0,7202.1,0,2369,38086,19,0,423,6172512.304013386,2,1,0,0.1663125791374751,0
159255,310001,3816.12,2024-08-16,2024-08-16,Cash Recpt PLM  RECOVERY-PLUMBING,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,3816.12,0,7685,19499,33,0,2598,93649.7543321324,21,1,3,0.19537592778891016,0
19273,402001,132255.09,2024-09-04,2024-09-04,SPOT RATES AUG 24,8,USER1,AUTOMATED ENTRY,2024,9,4,Wednesday,False,0,132255.09,0,2249,38086,17,0,3071,6172512.304013386,32,0,0,0.18173995906332602,0
158275,200001,-10284.14,2024-05-29,2024-05-29,Cash Recpt INS  RECOVERY-INSURANCE,5,USER3,MANUAL ENTRY,2024,5,29,Wednesday,False,0,10284.14,0,16177,19499,34,0,3532,93649.7543321324,54,1,3,0.1651866786899996,0
159289,1000001,-21152.17,2024-08-16,2024-08-16,Rentup COA  COMMERCIAL RENT ADJUSTME,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,21152.17,0,434,19499,36,0,2598,93649.7543321324,2,1,3,0.17962143203643238,0
19282,155001,-15.2,2024-07-30,2024-07-30,DEPRECIATION AUGUST  24,8,USER1,AUTOMATED ENTRY,2024,7,30,Tuesday,False,0,15.2,0,120,38086,23,0,576,6172512.304013386,19,0,0,0.15014574575275302,0
158930,200001,13744.48,2024-07-30,2024-07-30,Charge IOR  RECOVERY-INTEREST_RENTAL,7,USER3,MANUAL ENTRY,2024,7,30,Tuesday,False,0,13744.48,0,16177,19499,36,0,3160,93649.7543321324,26,1,3,0.20030032250949098,0
172569,310001,-113272.34,2024-05-16,2024-05-16,A/P Cash Disbursed for checks,4,USER4,MANUAL ENTRY,2024,5,16,Thursday,False,0,113272.34,0,7685,4621,29,0,89,2101401.2366761686,1,1,4,0.07089893465442632,0
19179,8600002,111.11,2024-07-04,2024-07-04,RECEIPTS  TRANSLATIONS JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,4,Thursday,False,0,111.11,0,8217,38086,32,0,1940,6172512.304013386,656,0,0,0.1943921224309202,0
159492,200001,-14148.41,2024-08-20,2024-08-20,Cash Recpt FEE  RECOVERY-MNGT FEE,8,USER3,MANUAL ENTRY,2024,8,20,Tuesday,False,0,14148.41,0,16177,19499,33,0,1134,93649.7543321324,21,1,3,0.18992345380927933,0
19151,7030001,3129.73,2024-06-28,2024-06-28,JUNE2024 EXPENSED TAX,6,USER1,AUTOMATED ENTRY,2024,6,28,Friday,False,0,3129.73,0,535,38086,21,0,316,6172512.304013386,32,0,0,0.16008149649994607,0
175734,402002,22146.5,2024-07-05,2024-07-05,ZW40            CLEANING SERVICES JULY,8,USER1,MANUAL ENTRY,2024,7,5,Friday,False,0,22146.5,0,2464,38086,38,0,2228,6172512.304013386,4,1,0,0.1697989975663951,0
19189,400001,-607.64,2024-07-06,2024-07-06,BS TRANSLATION JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,6,Saturday,True,0,607.64,0,2312,38086,24,0,1289,6172512.304013386,79,0,0,0.16992088286196738,0
19219,310004,-13.18,2024-08-03,2024-08-03,RECEIPTS  TRANSLATIONS JULY 2024,7,USER1,AUTOMATED ENTRY,2024,8,3,Saturday,True,0,13.18,0,6889,38086,32,0,3287,6172512.304013386,761,0,0,0.15773348406946208,0
172136,400001,3549.42,2024-05-01,2024-05-01,A/P Total Payables for 04/24,4,USER1,MANUAL ENTRY,2024,5,1,Wednesday,False,0,3549.42,0,2312,38086,28,0,228,6172512.304013386,1,1,0,0.14823710488631725,0
159897,310001,193779.1,2024-09-19,2024-09-19,Cash Recpt PPM  PRE PAYMENTS,9,USER3,MANUAL ENTRY,2024,9,19,Thursday,False,0,193779.1,0,7685,19499,28,0,2740,93649.7543321324,15,1,3,0.12361130417555688,0
19271,2010001,-1169.55,2024-09-04,2024-09-04,IS TRANSLATIONS AUG 2024,8,USER1,AUTOMATED ENTRY,2024,9,4,Wednesday,False,0,1169.55,0,475,38086,24,0,3071,6172512.304013386,28,0,0,0.21690542959451958,0
19240,402003,98043.42,2024-08-05,2024-08-05,BS TRANSLATION JULY 2024,7,USER1,AUTOMATED ENTRY,2024,8,5,Monday,False,0,98043.42,0,948,38086,24,0,1798,6172512.304013386,48,0,0,0.19892334895514419,0
160261,200001,-1651.31,2024-09-30,2024-09-30,Cash Recpt IOR  RECOVERY-INTEREST_RENTAL,9,USER3,MANUAL ENTRY,2024,9,30,Monday,False,0,1651.31,0,16177,19499,40,0,698,93649.7543321324,5,1,3,0.16808084146760094,0
19290,310004,189062.35,2024-09-06,2024-09-06,BS TRANSLATION AUGUST  2024,8,USER1,AUTOMATED ENTRY,2024,9,6,Friday,False,0,189062.35,0,6889,38086,27,0,1556,6172512.304013386,98,0,0,0.1612260228690855,0
157854,1300020,5802.7,2024-04-24,2024-04-24,Non-Cash Adj MPK  PARKING-MONTHLY,4,USER5,MANUAL ENTRY,2024,4,24,Wednesday,False,0,5802.7,0,290,3904,33,0,538,141665.98657715722,2,1,5,0.09971580116965428,0
158263,200001,3672.93,2024-05-29,2024-05-29,Charge VAT  Value Added Tax,5,USER3,MANUAL ENTRY,2024,5,29,Wednesday,False,0,3672.93,0,16177,19499,27,0,3532,93649.7543321324,37,1,3,0.1949764503291322,0
157727,310001,253.28,2024-04-11,2024-04-11,Cash Recpt SAN  RECOVERY-SANITATION,4,USER5,MANUAL ENTRY,2024,4,11,Thursday,False,0,253.28,0,7685,3904,35,0,1646,141665.98657715722,24,1,5,0.12149590683612987,0
158698,310001,484.61,2024-06-28,2024-06-28,Cash Recpt WTR  RECOVERY-WATER,6,USER3,MANUAL ENTRY,2024,6,28,Friday,False,0,484.61,0,7685,19499,30,0,3030,93649.7543321324,13,1,3,0.2108561187962119,0
19104,8600002,-710346.93,2024-04-17,2024-04-17,BS TRANSLATION APR 2024,4,USER4,AUTOMATED ENTRY,2024,4,17,Wednesday,False,0,710346.93,0,8217,4621,23,0,1176,2101401.2366761686,588,0,4,-0.00444867797915216,1
159725,2000001,750.67,2024-08-30,2024-08-30,Non-Cash Adj RAT  RECOVERY-RATES,8,USER3,MANUAL ENTRY,2024,8,30,Friday,False,0,750.67,0,469,19499,32,0,270,93649.7543321324,1,1,3,0.18970654128426678,0
19240,400001,-92028.34,2024-08-05,2024-08-05,BS TRANSLATION JULY 2024,7,USER1,AUTOMATED ENTRY,2024,8,5,Monday,False,0,92028.34,0,2312,38086,24,0,1798,6172512.304013386,81,0,0,0.1992534437507762,0
158743,200001,46127.54,2024-06-28,2024-06-28,Charge RET  RENTAL-RETAIL,6,USER3,MANUAL ENTRY,2024,6,28,Friday,False,0,46127.54,0,16177,19499,25,0,3030,93649.7543321324,32,1,3,0.17960857373792838,0
160010,2600025,-2958.52,2024-09-19,2024-09-19,Charge PLM  RECOVERY-PLUMBING,9,USER3,MANUAL ENTRY,2024,9,19,Thursday,False,0,2958.52,0,74,19499,29,0,2740,93649.7543321324,1,1,3,0.17163059684688975,0
177652,400001,473.22,2024-10-08,2024-10-08,A/P Total Payables for 09/24,9,USER1,MANUAL ENTRY,2024,10,8,Tuesday,False,0,473.22,0,2312,38086,28,0,61,6172512.304013386,1,1,0,0.13871802280246642,0
19275,402001,-661.73,2024-09-04,2024-09-04,AUGUST2024 EXPENSED TAX,8,USER4,AUTOMATED ENTRY,2024,9,4,Wednesday,False,0,661.73,0,2249,4621,23,0,341,2101401.2366761686,156,0,4,0.10238833136557335,0
19189,310004,-2.31,2024-07-06,2024-07-06,BS TRANSLATION JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,6,Saturday,True,0,2.31,0,6889,38086,24,0,1289,6172512.304013386,92,0,0,0.1659975696824525,0
159384,310001,9466.45,2024-08-16,2024-08-16,Cash Recpt IOR  RECOVERY-INTEREST_RENTAL,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,9466.45,0,7685,19499,40,0,2598,93649.7543321324,12,1,3,0.19817417982868907,0
159666,310001,8657.22,2024-08-29,2024-08-29,Cash Recpt VAT  Value Added Tax,8,USER3,MANUAL ENTRY,2024,8,29,Thursday,False,0,8657.22,0,7685,19499,31,0,424,93649.7543321324,4,1,3,0.1928285890379695,0
19173,6020001,19625.16,2024-07-04,2024-07-04,SPOT RATES JUNE 24,6,USER1,AUTOMATED ENTRY,2024,7,4,Thursday,False,0,19625.16,0,1089,38086,18,0,1940,6172512.304013386,86,0,0,0.2143589849976375,0
19216,200001,2083.48,2024-08-03,2024-08-03,IS TRANSLATIONS JULY 2024,7,USER1,AUTOMATED ENTRY,2024,8,3,Saturday,True,0,2083.48,0,16177,38086,25,0,3287,6172512.304013386,479,0,0,0.11778558022421304,0
159717,310001,3658.7,2024-08-30,2024-08-30,Cash Recpt VAT  Value Added Tax,8,USER3,MANUAL ENTRY,2024,8,30,Friday,False,0,3658.7,0,7685,19499,31,0,270,93649.7543321324,10,1,3,0.1958991579986693,0
157821,1300020,-380.96,2024-04-24,2024-04-24,Charge MPK  PARKING-MONTHLY,4,USER5,MANUAL ENTRY,2024,4,24,Wednesday,False,0,380.96,0,290,3904,27,0,538,141665.98657715722,2,1,5,0.10122658858710143,0
158994,2710001,-8595.17,2024-07-30,2024-07-30,Charge FEE  RECOVERY-MNGT FEE,7,USER3,MANUAL ENTRY,2024,7,30,Tuesday,False,0,8595.17,0,745,19499,29,0,3160,93649.7543321324,1,1,3,0.19607135252234975,0
19070,402003,-709.47,2024-05-07,2024-05-07,ADVANCE RENT - APRIL 2024,4,USER6,AUTOMATED ENTRY,2024,5,7,Tuesday,False,0,709.47,0,948,1162,25,0,212,77803.0014004428,53,0,6,0.08569611047576453,0
19334,8600002,-22431.73,2024-10-07,2024-10-07,BS TRANSLATION SEPT  2024,9,USER1,AUTOMATED ENTRY,2024,10,7,Monday,False,0,22431.73,0,8217,38086,25,0,2120,6172512.304013386,734,0,0,0.13084510770306224,0
171709,4400005,22747.95,2024-01-11,2024-01-11,21565 4/2/2024 INSURANCE APRIL,4,USER7,MANUAL ENTRY,2024,1,11,Thursday,False,0,22747.95,0,437,481,30,0,221,44893.65654700231,1,1,7,0.03635143988368039,0
159289,200001,36664.5,2024-08-16,2024-08-16,Charge IOR  RECOVERY-INTEREST_RENTAL,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,36664.5,0,16177,19499,36,0,2598,93649.7543321324,33,1,3,0.17495896151068252,0
19104,310004,592.32,2024-04-17,2024-04-17,BS TRANSLATION APR 2024,4,USER4,AUTOMATED ENTRY,2024,4,17,Wednesday,False,0,592.32,0,6889,4621,23,0,1176,2101401.2366761686,91,0,4,0.09132910679308581,0
19189,8600002,665.88,2024-07-06,2024-07-06,BS TRANSLATION JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,6,Saturday,True,0,665.88,0,8217,38086,24,0,1289,6172512.304013386,638,0,0,0.17299331928881412,0
19258,402002,-9464.5,2024-08-24,2024-08-24,SEC-GUARD ALERT,8,USER4,AUTOMATED ENTRY,2024,8,24,Saturday,True,0,9464.5,0,2464,4621,15,0,460,2101401.2366761686,154,0,4,0.029758046587384235,0
159265,1650001,-2058.41,2024-08-16,2024-08-16,Charge OMP  MARKET RENTAL PARKING,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,2058.41,0,120,19499,33,0,2598,93649.7543321324,1,1,3,0.18428079239892808,0
19153,5265001,256.0,2024-06-29,2024-06-29,BANK CHARGES 0706,6,USER1,AUTOMATED ENTRY,2024,6,29,Saturday,True,0,256.0,0,277,38086,17,0,323,6172512.304013386,29,0,0,0.10852690703115475,0
173684,450020,329.42,2024-06-12,2024-06-12,ZW60            Tax,6,USER1,MANUAL ENTRY,2024,6,12,Wednesday,False,0,329.42,0,2369,38086,19,0,309,6172512.304013386,1,1,0,0.18015196490839913,0
19216,200001,12921.55,2024-08-03,2024-08-03,IS TRANSLATIONS JULY 2024,7,USER1,AUTOMATED ENTRY,2024,8,3,Saturday,True,0,12921.55,0,16177,38086,25,0,3287,6172512.304013386,479,0,0,0.11382177295269891,0
19179,310004,-94.05,2024-07-04,2024-07-04,RECEIPTS  TRANSLATIONS JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,4,Thursday,False,0,94.05,0,6889,38086,32,0,1940,6172512.304013386,656,0,0,0.1863383435372713,0
19194,2710001,13659.17,2024-07-15,2024-07-15,IS TRANSLATIONS JUNE 2024,7,USER1,AUTOMATED ENTRY,2024,7,15,Monday,False,0,13659.17,0,745,38086,25,0,1668,6172512.304013386,44,0,0,0.20148226588286344,0
171825,4400005,1177.88,2024-01-11,2024-01-11,21565 4/2/2024 INSURANCE APRIL,4,USER7,MANUAL ENTRY,2024,1,11,Thursday,False,0,1177.88,0,437,481,30,0,221,44893.65654700231,1,1,7,0.04902878420470702,0
158627,200001,23.31,2024-06-28,2024-06-28,Charge SAN  RECOVERY-SANITATION,6,USER3,MANUAL ENTRY,2024,6,28,Friday,False,0,23.31,0,16177,19499,31,0,3030,93649.7543321324,29,1,3,0.20319779593884696,0
19130,8600002,-11.04,2024-06-09,2024-06-09,RECEIPTS  TRANSLATIONS MAY 2024,5,USER1,AUTOMATED ENTRY,2024,6,9,Sunday,True,0,11.04,0,8217,38086,31,0,2801,6172512.304013386,670,0,0,0.16111561290982812,0
19063,4050001,6185.69,2024-04-24,2024-04-24,APR24 SANITATION,4,USER7,AUTOMATED ENTRY,2024,4,24,Wednesday,False,0,6185.69,0,279,481,16,0,249,44893.65654700231,17,0,7,0.04312226498801808,0
19155,450020,813.6,2024-07-01,2024-07-01,LFT-LIFTECH,6,USER1,AUTOMATED ENTRY,2024,7,1,Monday,False,0,813.6,0,2369,38086,11,0,480,6172512.304013386,122,0,0,0.18471180514949292,0
19321,8600002,-11.16,2024-10-05,2024-10-05,RECEIPTS  TRANSLATIONS SEPT2024,9,USER1,AUTOMATED ENTRY,2024,10,5,Saturday,True,0,11.16,0,8217,38086,31,0,3395,6172512.304013386,740,0,0,0.14732837620655614,0
175741,402002,236.61,2024-07-05,2024-07-05,ZW265           SANITATION SERVICES,8,USER1,MANUAL ENTRY,2024,7,5,Friday,False,0,236.61,0,2464,38086,35,0,2228,6172512.304013386,4,1,0,0.17530794712175568,0
19271,2710001,-3724.54,2024-09-04,2024-09-04,IS TRANSLATIONS AUG 2024,8,USER1,AUTOMATED ENTRY,2024,9,4,Wednesday,False,0,3724.54,0,745,38086,24,0,3071,6172512.304013386,49,0,0,0.21995297912071549,0
19092,310004,-98.27,2024-05-11,2024-05-11,RECEIPTS  TRANSLATIONS APR 2024,4,USER1,AUTOMATED ENTRY,2024,5,11,Saturday,True,0,98.27,0,6889,38086,31,0,2601,6172512.304013386,676,0,0,0.15685714736473666,0
19303,450010,962.89,2024-10-01,2024-10-01,OMLAC INPUT TAX ADJUSTMENT,9,USER4,AUTOMATED ENTRY,2024,10,1,Tuesday,False,0,962.89,0,1541,4621,26,1,421,2101401.2366761686,48,0,4,0.09403198178972627,0
19219,8600002,-0.65,2024-08-03,2024-08-03,RECEIPTS  TRANSLATIONS JULY 2024,7,USER1,AUTOMATED ENTRY,2024,8,3,Saturday,True,0,0.65,0,8217,38086,32,0,3287,6172512.304013386,761,0,0,0.16033349438931838,0
175652,450020,108.0,2024-07-05,2024-07-05,ZW489           Tax,8,USER1,MANUAL ENTRY,2024,7,5,Friday,False,0,108.0,0,2369,38086,19,0,2228,6172512.304013386,7,1,0,0.16740235610043652,0
159401,8300010,-576.77,2024-08-16,2024-08-16,Charge IOR  RECOVERY-INTEREST_RENTAL,8,USER3,MANUAL ENTRY,2024,8,16,Friday,False,0,576.77,0,851,19499,36,0,2598,93649.7543321324,1,1,3,0.18876556092901242,0
157717,2010001,-207.18,2024-04-11,2024-04-11,Charge REF  RECOVERY-REFUSE,4,USER5,MANUAL ENTRY,2024,4,11,Thursday,False,0,207.18,0,475,3904,27,0,1646,141665.98657715722,1,1,5,0.12285205647080366,0
19130,8600002,31.32,2024-06-09,2024-06-09,RECEIPTS  TRANSLATIONS MAY 2024,5,USER1,AUTOMATED ENTRY,2024,6,9,Sunday,True,0,31.32,0,8217,38086,31,0,2801,6172512.304013386,670,0,0,0.16186402211458228,0
158960,310001,8730.04,2024-07-30,2024-07-30,Cash Recpt PPM  PRE PAYMENTS,7,USER3,MANUAL ENTRY,2024,7,30,Tuesday,False,0,8730.04,0,7685,19499,28,0,3160,93649.7543321324,20,1,3,0.20102312489282081,0
159082,200001,-12133.15,2024-07-30,2024-07-30,Cash Recpt REF  RECOVERY-REFUSE,7,USER3,MANUAL ENTRY,2024,7,30,Tuesday,False,0,12133.15,0,16177,19499,31,0,3160,93649.7543321324,31,1,3,0.1980581366972589,0
19179,8600002,-506.0,2024-07-04,2024-07-04,RECEIPTS  TRANSLATIONS JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,4,Thursday,False,0,506.0,0,8217,38086,32,0,1940,6172512.304013386,656,0,0,0.19369496677758846,0
19090,4100001,2041.78,2024-05-11,2024-05-11,SPOT RATES APR 24,4,USER1,AUTOMATED ENTRY,2024,5,11,Saturday,True,0,2041.78,0,48,38086,17,0,2601,6172512.304013386,5,0,0,0.14572581237202803,0
19281,8600002,3.65,2024-09-04,2024-09-04,RECEIPTS  TRANSLATIONS AUG2024,8,USER1,AUTOMATED ENTRY,2024,9,4,Wednesday,False,0,3.65,0,8217,38086,30,0,3071,6172512.304013386,662,0,0,0.19589005691374894,0
19334,8600002,1439.22,2024-10-07,2024-10-07,BS TRANSLATION SEPT  2024,9,USER1,AUTOMATED ENTRY,2024,10,7,Monday,False,0,1439.22,0,8217,38086,25,0,2120,6172512.304013386,734,0,0,0.13812581872895952,0
172847,402002,34127.24,2024-05-28,2024-05-28,21760 5/7/2024 WASTE REMOVAL,5,USER1,MANUAL ENTRY,2024,5,28,Tuesday,False,0,34127.24,0,2464,38086,28,0,482,6172512.304013386,10,1,0,0.11844073976600833,0
19090,4190001,16139.58,2024-05-11,2024-05-11,SPOT RATES APR 24,4,USER1,AUTOMATED ENTRY,2024,5,11,Saturday,True,0,16139.58,0,163,38086,17,0,2601,6172512.304013386,18,0,0,0.14844691871159116,0
19092,8600002,768.15,2024-05-11,2024-05-11,RECEIPTS  TRANSLATIONS APR 2024,4,USER1,AUTOMATED ENTRY,2024,5,11,Saturday,True,0,768.15,0,8217,38086,31,0,2601,6172512.304013386,676,0,0,0.15003735031403143,0
19271,8300010,-8538.89,2024-09-04,2024-09-04,IS TRANSLATIONS AUG 2024,8,USER1,AUTOMATED ENTRY,2024,9,4,Wednesday,False,0,8538.89,0,851,38086,24,0,3071,6172512.304013386,58,0,0,0.21741400934263794,0
19179,310004,-121.21,2024-07-04,2024-07-04,RECEIPTS  TRANSLATIONS JUNE 2024,6,USER1,AUTOMATED ENTRY,2024,7,4,Thursday,False,0,121.21,0,6889,38086,32,0,1940,6172512.304013386,656,0,0,0.18597017408040484,0
19312,26001,236904200.0,2024-10-03,2024-10-03,FAIR VALUE  ADJUSTMENTS  SEPT 2024,9,USER1,AUTOMATED ENTRY,2024,10,3,Thursday,False,0,236904200.0,1,195,38086,34,1,182,6172512.304013386,91,0,0,-0.09494122362620516,1
158583,200001,5868.45,2024-06-28,2024-06-28,Charge VAT  Value Added Tax,6,USER3,MANUAL ENTRY,2024,6,28,Friday,False,0,5868.45,0,16177,19499,27,0,3030,93649.7543321324,5,1,3,0.18976866259960973,0
19325,7030001,1597.19,2024-10-06,2024-10-06,SEPT24 VAT EXP,9,USER1,AUTOMATED ENTRY,2024,10,6,Sunday,True,0,1597.19,0,535,38086,14,0,170,6172512.304013386,10,0,0,0.14686944575502475,0
19275,402001,-5140.09,2024-09-04,2024-09-04,AUGUST2024 REFUSE COH,8,USER4,AUTOMATED ENTRY,2024,9,4,Wednesday,False,0,5140.09,0,2249,4621,21,0,341,2101401.2366761686,156,0,4,0.10148382791779442,0
